item,year,runtime_min,imdbId,votes
216,1995,89,112508,10663.0
217,1995,90,112438,1072.0
218,1995,115,112571,4431.0
219,1995,97,112757,694.0
220,1995,90,112643,312.0
222,1995,103,112679,6311.0
223,1994,92,109445,26772.0
224,1994,97,112883,9139.0
225,1994,128,109635,13432.0
226,1995,94,112899,48.0
227,1994,101,109676,4851.0
228,1995,102,112854,487.0
229,1994,103,109579,2545.0
230,1995,132,109642,7873.0
231,1994,107,109686,37823.0
232,1994,124,111797,6538.0
233,1994,103,109759,3647.0
234,1994,113,109758,3369.0
235,1994,127,109707,17741.0
236,1995,111,113117,13649.0
237,1995,101,113097,6767.0
238,1995,81,113028,880.0
239,1995,78,113198,4014.0
240,1995,106,113303,867.0
241,1995,96,113089,597.0
242,1994,111,109771,1136.0
243,1994,90,113199,482.0
244,1995,90,113234,308.0
245,1994,109,109906,271.0
246,1994,170,110057,11485.0
247,1994,99,110005,8344.0
248,1995,113,110066,3264.0
249,1994,121,110116,5232.0
250,1995,100,110006,1060.0
251,1995,111,113360,406.0
252,1994,100,110099,10996.0
253,1994,123,110148,31302.0
254,1995,139,113463,652.0
255,1995,82,110189,1127.0
256,1994,109,110216,11730.0
257,1995,102,113501,4010.0
258,1995,89,113538,1829.0
259,1995,101,113552,2090.0
260,1977,121,76759,81815.0
261,1994,115,110367,12058.0
262,1995,97,113670,5025.0
263,1994,101,110296,411.0
264,1994,102,109731,175.0
265,1992,105,103994,12650.0
266,1994,133,110322,18160.0
267,1995,95,110443,4614.0
268,1994,98,110365,757.0
269,1993,92,107566,616.0
270,1994,108,110391,1365.0
271,1995,111,113691,1314.0
272,1994,110,110428,8404.0
273,1994,123,109836,8384.0
274,1995,96,113755,1288.0
275,1994,97,110538,1630.0
276,1994,110,110516,5740.0
277,1994,114,110527,11274.0
278,1995,95,113808,1179.0
279,1995,128,113896,958.0
280,1995,122,113870,5339.0
281,1994,110,110684,4109.0
282,1994,112,110638,12425.0
283,1995,98,113967,249.0
284,1993,93,117169,40.0
285,1994,89,106402,88.0
286,1995,83,113948,114.0
287,1994,100,110671,334.0
288,1994,119,110632,26413.0
289,1994,109,110737,3394.0
290,1994,102,110729,4302.0
291,1996,106,114151,715.0
292,1995,127,114069,28986.0
293,1994,110,110413,36504.0
294,1995,113,114113,866.0
295,1995,94,114210,479.0
296,1994,154,110912,92406.0
297,1995,124,114084,273.0
298,1991,105,105652,258.0
299,1994,105,110889,2740.0
300,1994,133,110932,21807.0
301,1994,94,114129,486.0
302,1994,159,110963,1664.0
303,1995,108,114214,7893.0
304,1995,108,114296,750.0
305,1994,133,110907,3541.0
306,1994,99,111495,8470.0
307,1993,94,108394,7958.0
308,1994,92,111507,6026.0
309,1994,111,110769,468.0
310,1995,85,114268,267.0
311,1994,94,110965,86.0
312,1995,95,114571,1362.0
313,1994,93,111333,1471.0
314,1994,103,111112,4314.0
315,1994,110,111255,12506.0
316,1994,116,111282,36996.0
317,1994,97,111070,17944.0
318,1994,142,111161,97999.0
319,1994,89,111149,8191.0
320,1993,96,108260,334.0
321,1993,108,106966,963.0
322,1994,93,114594,3144.0
324,1994,100,111309,488.0
325,1995,91,113936,1098.0
326,1994,133,110081,1494.0
327,1995,104,114614,8466.0
328,1995,92,114608,2616.0
329,1994,118,111280,30053.0
330,1995,98,114609,1608.0
331,1994,125,111454,581.0
332,1995,98,114852,2280.0
333,1995,97,114694,13032.0
334,1994,119,111590,1678.0
335,1995,99,114788,413.0
336,1995,88,114888,313.0
337,1993,118,108550,19633.0
338,1995,106,114857,4925.0
339,1995,103,114924,25959.0
340,1994,126,111667,1522.0
341,1994,87,109655,413.0
342,1994,106,110598,13487.0
343,1995,94,112435,1011.0
344,1994,86,109040,45608.0
345,1994,104,109045,11795.0
346,1994,100,106339,1165.0
347,1992,139,104779,1739.0
348,1994,98,109348,8563.0
349,1994,141,109444,34547.0
350,1994,119,109446,16960.0
351,1994,115,109484,3899.0
352,1994,115,109504,1398.0
353,1994,102,109506,18091.0
354,1994,128,109450,1275.0
355,1994,91,109813,11784.0
356,1994,142,109830,97041.0
357,1994,117,109831,30236.0
358,1995,128,113305,2367.0
359,1994,104,110091,286.0
360,1994,123,110093,2183.0
361,1994,101,110167,5565.0
362,1994,111,110213,9088.0
363,1993,183,107472,661.0
364,1994,88,110357,47305.0
365,1993,123,107426,1968.0
366,1994,112,111686,2952.0
367,1994,101,110475,38699.0
368,1994,127,110478,18954.0
369,1994,125,110588,1146.0
370,1994,83,110622,16947.0
371,1994,112,110771,4421.0
372,1994,99,110950,9198.0
373,1993,98,105226,3676.0
374,1994,95,110989,6086.0
375,1994,98,111054,262.0
376,1994,111,110997,13206.0
377,1994,116,111257,46475.0
378,1994,99,111256,2415.0
379,1994,99,111438,6547.0
380,1994,141,111503,50864.0
381,1994,126,111693,5654.0
382,1994,125,111742,6049.0
383,1994,191,111756,5498.0
384,1995,108,112443,805.0
385,1994,99,110455,137.0
386,1994,96,111048,381.0
387,1994,108,110399,741.0
388,1994,91,112570,572.0
389,1994,110,109454,212.0
390,1965,83,59170,919.0
391,1994,119,110186,441.0
392,1993,60,108069,290.0
393,1994,102,111301,2537.0
394,1995,92,112702,143.0
395,1994,97,112849,18.0
396,1995,88,113014,36.0
397,1995,102,113043,105.0
398,1995,89,113104,58.0
399,1995,89,113173,12.0
400,1995,97,113319,34.0
401,1995,92,113827,22.0
402,1995,97,114047,66.0
403,1994,108,112889,18.0
404,1994,115,109339,91.0
405,1994,99,110027,3880.0
406,1994,97,109785,69.0
407,1994,95,113409,2133.0
408,1994,105,109021,712.0
409,1994,96,109035,489.0
410,1993,94,106220,20625.0
411,1994,84,111804,124.0
412,1993,139,106226,4850.0
413,1994,92,109068,7033.0
414,1994,107,109067,936.0
415,1993,108,106292,3321.0
416,1994,99,109198,1848.0
417,1994,101,109219,3406.0
418,1994,122,106379,712.0
419,1993,92,106400,5192.0
420,1994,104,109254,16381.0
421,1994,88,109279,1918.0
422,1993,106,109297,1476.0
423,1994,121,109303,2457.0
424,1994,108,109305,809.0
425,1994,101,109306,909.0
426,1993,87,106452,3447.0
427,1993,107,106471,3526.0
428,1993,121,106489,5659.0
429,1994,80,109361,1586.0
430,1993,90,106505,283.0
431,1993,144,106519,10741.0
432,1994,116,109439,13948.0
433,1994,107,109443,1281.0
434,1993,113,106582,27627.0
435,1993,88,106598,15481.0
436,1994,121,109456,1328.0
437,1994,93,109480,1905.0
438,1994,102,109493,1108.0
439,1993,108,106660,65.0
440,1993,110,106673,20214.0
441,1993,103,106677,9842.0
442,1993,115,106697,20711.0
443,1994,109,109729,623.0
444,1993,106,106834,1354.0
445,1993,91,106873,1993.0
446,1993,171,106332,3991.0
447,1994,97,109783,228.0
448,1993,122,106881,3137.0
449,1993,88,106880,714.0
450,1994,101,111732,3103.0
451,1993,126,106926,659.0
452,1994,101,111712,1227.0
453,1993,96,106941,991.0
454,1993,154,106918,27660.0
455,1993,112,106965,10071.0
456,1994,114,109842,1011.0
457,1993,130,106977,58031.0
458,1993,115,107004,1089.0
459,1994,115,109890,1200.0
460,1994,109,109891,956.0
461,1994,83,109913,930.0
462,1994,94,109920,210.0
463,1993,107,107057,432.0
464,1993,97,107076,3387.0
465,1993,140,107096,769.0
466,1993,86,107144,15391.0
467,1995,95,113674,806.0
468,1995,99,112966,8115.0
469,1993,140,107151,1375.0
470,1994,100,110064,511.0
471,1994,111,110074,12308.0
472,1994,115,110097,747.0
473,1994,91,110123,1475.0
474,1993,128,107206,20306.0
475,1993,133,107207,10352.0
476,1994,110,110137,242.0
477,1993,118,108551,4757.0
478,1994,112,110197,289.0
479,1993,110,107286,1274.0
480,1993,127,107290,76451.0
481,1993,117,107302,6037.0
482,1993,96,110265,2843.0
483,1993,103,107322,623.0
484,1994,94,110305,795.0
485,1993,130,107362,15516.0
486,1993,91,107413,645.0
487,1994,98,110353,657.0
488,1993,101,107468,589.0
489,1993,111,107478,3187.0
490,1993,107,107497,3332.0
491,1993,115,107501,5903.0
492,1993,104,107507,3410.0
493,1993,97,107554,4052.0
494,1996,133,116253,14504.0
495,1976,109,74102,769.0
496,1994,91,111689,424.0
497,1993,111,107616,15351.0
498,1993,114,107611,409.0
499,1993,98,107613,422.0
500,1993,125,107614,38484.0
501,1993,131,107653,2144.0
502,1994,107,110657,4313.0
503,1994,112,110649,145.0
504,1994,118,110678,1202.0
505,1994,87,110687,1370.0
506,1992,94,107756,1432.0
507,1993,138,107808,3523.0
508,1993,125,107818,22517.0
509,1993,121,107822,18677.0
510,1993,109,107840,942.0
511,1993,112,107889,1726.0
512,1994,109,111003,1311.0
513,1994,108,110939,603.0
514,1994,97,110955,4897.0
515,1993,134,107943,11598.0
516,1994,128,110971,3588.0
517,1993,125,107969,3711.0
518,1994,118,111001,1285.0
519,1993,104,107978,5904.0
520,1993,104,107977,17142.0
521,1993,110,107983,2253.0
522,1992,94,105275,1370.0
523,1993,114,108000,949.0
524,1993,114,108002,9271.0
525,1993,103,108026,181.0
526,1992,126,105032,143.0
527,1993,195,108052,71516.0
528,1994,101,111094,951.0
529,1993,109,108065,11712.0
530,1994,105,111102,38.0
531,1993,101,108071,9220.0
532,1994,95,111127,6429.0
533,1994,108,111143,4121.0
534,1993,131,108101,5077.0
535,1993,188,108122,5923.0
536,1994,106,111194,785.0
537,1994,98,111201,3551.0
538,1993,112,108149,5421.0
539,1993,105,108160,31775.0
540,1993,107,108162,5337.0
541,1982,117,83658,39441.0
542,1993,95,108186,3865.0
543,1993,93,108174,14394.0
544,1993,102,108238,2311.0
545,1985,113,89256,58.0
546,1993,104,108255,6443.0
547,1994,96,111323,869.0
548,1994,102,111400,2966.0
549,1993,98,108328,1495.0
550,1994,93,111418,3490.0
551,1993,76,107688,24134.0
552,1993,105,108333,15092.0
553,1993,130,108358,16444.0
554,1994,107,111488,540.0
555,1993,119,108399,17382.0
556,1993,96,108515,1304.0
558,1994,80,110763,1719.0
559,1993,112,107779,56.0
560,1994,99,109226,41.0
561,1994,95,110259,231.0
562,1995,88,114906,7052.0
563,1993,160,107002,364.0
564,1994,102,109403,355.0
565,1993,94,104029,888.0
566,1993,95,110623,155.0
567,1993,114,107315,429.0
568,1993,101,106408,396.0
569,1994,119,110363,1762.0
570,1993,102,107349,229.0
571,1993,90,111709,210.0
572,1994,90,109828,38.0
573,1992,100,107225,216.0
574,1994,100,111252,1437.0
575,1994,82,110366,3133.0
576,1993,82,106878,26.0
577,1994,95,109120,679.0
579,1993,96,108059,42.0
580,1994,97,110892,602.0
581,1995,102,112651,1969.0
582,1993,94,107642,142.0
583,1993,100,109382,277.0
584,1993,106,106678,30.0
585,1995,90,112572,11159.0
586,1990,103,99785,32738.0
587,1990,127,99653,32210.0
588,1992,90,103639,51827.0
589,1991,137,103064,64258.0
590,1990,181,99348,51877.0
591,1995,92,114706,36.0
592,1989,126,96895,54448.0
593,1991,118,102926,87899.0
594,1937,83,29583,20715.0
595,1991,84,101414,42400.0
596,1940,88,32910,15833.0
597,1990,119,100405,38504.0
598,1993,115,110719,172.0
599,1969,145,65214,3596.0
600,1994,101,110395,315.0
601,1994,113,111752,120.0
602,1994,60,109934,356.0
603,1995,106,112606,630.0
604,1997,73,115978,12.0
605,1996,108,117247,3887.0
606,1995,95,112625,1597.0
607,1993,112,106537,24.0
608,1996,98,116282,54500.0
609,1996,88,116552,2872.0
610,1981,86,82509,8702.0
611,1996,85,116514,1937.0
612,1996,98,117283,1684.0
613,1996,112,116684,2905.0
614,1994,108,110374,168.0
615,1974,100,70506,668.0
616,1970,78,65421,10061.0
617,1995,103,113083,581.0
618,1995,118,118001,379.0
619,1996,94,116165,784.0
620,1991,105,102855,43.0
621,1993,127,107471,342.0
623,1995,90,113839,46.0
624,1995,83,112712,57.0
625,1990,98,90665,33.0
626,1996,108,117891,684.0
627,1995,92,113613,1952.0
628,1996,129,117381,12930.0
629,1995,89,114305,29.0
630,1996,109,115837,237.0
631,1996,82,115509,2638.0
632,1995,109,114671,407.0
633,1995,80,112844,350.0
634,1995,92,114658,368.0
635,1996,109,116275,1161.0
636,1995,88,113122,40.0
637,1996,93,117608,6954.0
638,1995,110,113448,613.0
639,1996,108,116414,1211.0
640,1996,107,116095,3393.0
641,1994,90,111543,104.0
642,1995,97,117517,13.0
643,1996,95,117312,28.0
644,1996,\N,116485,21.0
645,1995,106,113947,322.0
647,1996,116,115956,8716.0
648,1996,110,117060,45064.0
649,1995,83,109028,148.0
650,1996,123,117071,1489.0
651,1996,86,117788,54.0
652,1995,100,112257,82.0
653,1996,103,116136,16831.0
654,1996,102,118026,19.0
655,1995,93,117117,19.0
656,1996,100,116168,1285.0
657,1993,100,111787,42.0
658,1995,92,112509,55.0
659,1960,118,54189,494.0
660,1996,94,115591,134.0
661,1996,79,116683,12747.0
662,1996,97,116287,3130.0
663,1996,89,116768,3511.0
664,1996,91,116269,333.0
665,1995,170,114787,1417.0
666,1995,130,113720,191.0
667,1996,90,112536,1171.0
668,1955,125,48473,906.0
670,1959,105,52572,832.0
671,1996,73,117128,7357.0
672,1995,100,114616,28.0
673,1996,88,117705,12913.0
674,1968,98,62711,3571.0
675,1995,90,110061,31.0
676,1996,98,140614,30.0
678,1994,25,108181,2826.0
679,1995,109,114307,99.0
680,1965,99,58898,1294.0
681,1981,128,82206,360.0
682,1994,75,111430,70.0
683,1993,110,107727,41.0
684,1980,96,81759,24.0
685,1996,110,113443,567.0
687,1994,118,109491,102.0
688,1995,107,114048,3137.0
690,1994,115,111613,87.0
691,1996,105,117104,1272.0
692,1996,94,117688,957.0
693,1994,102,109751,37.0
694,1996,114,117774,2926.0
695,1995,94,114736,888.0
696,1995,88,112604,130.0
697,1996,99,116289,1192.0
698,1995,102,109593,161.0
699,1991,\N,103095,18.0
700,1995,90,112368,1312.0
701,1992,138,104046,115.0
702,1968,130,62952,439.0
703,1996,86,115742,384.0
704,1996,95,117420,1944.0
705,1996,100,115951,453.0
706,1996,99,117784,261.0
707,1996,107,117107,4930.0
708,1996,97,117979,16853.0
709,1988,74,95776,3157.0
710,1996,91,115851,1326.0
711,1996,95,116322,2553.0
712,1994,100,109374,193.0
713,1994,105,110712,147.0
714,1995,121,112817,4306.0
715,1995,135,113362,650.0
716,1975,91,73778,331.0
717,1995,106,112546,98.0
718,1993,107,108500,1145.0
719,1996,117,117108,9109.0
720,,,118114,9674.0
721,1995,95,114103,18.0
722,1995,89,113270,362.0
723,1986,76,92123,39.0
724,1996,101,115963,10633.0
725,1996,91,116448,1640.0
726,1996,103,116827,568.0
727,1995,95,114894,29.0
728,1995,105,112701,3751.0
729,1995,105,113429,121.0
730,1994,\N,125877,73.0
731,1996,132,116508,889.0
732,1996,99,117260,252.0
733,1996,136,117500,37936.0
734,1996,91,116405,64.0
735,1994,105,109592,1236.0
736,1996,113,117998,38662.0
737,1996,98,115624,5001.0
738,1995,102,113145,30.0
739,1996,92,116559,15.0
741,1995,83,113568,8985.0
742,1996,93,117894,2076.0
743,1996,81,117723,7573.0
744,1995,102,112586,38.0
745,1995,30,112691,13866.0
746,1948,79,40366,341.0
747,1996,94,117768,1176.0
748,1996,115,115571,5675.0
749,1943,103,31612,48.0
750,1964,95,57012,29484.0
751,1992,100,103926,168.0
752,1992,88,105737,44.0
753,1995,92,113849,530.0
754,1995,94,113188,397.0
755,1950,113,42644,158.0
756,1995,91,109381,123.0
757,1994,100,109688,278.0
758,1992,82,104606,29.0
759,1994,105,110480,383.0
760,1993,134,108211,1047.0
761,1996,100,117331,4181.0
762,1996,115,117765,11610.0
763,1996,103,116833,61.0
764,1995,105,113280,618.0
765,1996,113,116669,6007.0
766,1996,103,116594,1899.0
767,1995,107,113211,315.0
768,1995,96,114494,35.0
769,1996,52,116992,142.0
770,1946,77,38426,34.0
771,1987,80,94265,167.0
772,1992,80,105201,39.0
773,1973,85,70820,46.0
774,1982,75,84898,39.0
775,1968,121,63715,162.0
776,1994,109,109191,53.0
777,1995,90,114122,33.0
778,1996,93,117951,31545.0
779,1997,113,118523,559.0
780,1996,145,116629,58949.0
781,1996,118,117737,2187.0
782,1996,116,116277,2995.0
783,1996,91,116583,13404.0
784,1996,96,115798,17388.0
785,1996,114,116778,12589.0
786,1996,115,116213,19078.0
787,1995,180,113147,93.0
788,1996,95,117218,22507.0
789,1990,105,100990,52.0
790,1994,82,111546,119.0
791,1994,85,113610,119.0
792,1987,97,93199,56.0
793,1993,90,106810,124.0
794,1994,100,111180,109.0
795,1994,102,111237,116.0
796,1974,80,72362,47.0
797,1991,95,103207,120.0
798,1996,114,116040,3418.0
799,1996,110,116365,7104.0
800,1996,135,116905,7567.0
801,1996,100,116493,1854.0
802,1996,123,117333,14742.0
803,1996,86,118113,609.0
804,1996,96,117628,2368.0
805,1996,149,117913,13931.0
806,1996,88,115530,590.0
807,1995,98,114266,222.0
808,1996,109,115493,871.0
809,1996,98,116320,1451.0
810,1996,93,116756,2158.0
812,1994,106,109356,39.0
813,1996,93,116823,510.0
814,1995,97,112568,14.0
815,1996,89,114170,31.0
816,1995,102,117999,79.0
818,1996,90,118073,3156.0
819,1993,92,108220,64.0
820,1956,104,49521,67.0
821,1993,81,112746,50.0
822,1992,123,104403,38.0
823,1967,89,61495,134.0
824,1993,139,110246,412.0
825,1996,102,116164,26.0
826,1996,93,112865,26.0
827,1995,91,112716,168.0
828,1996,96,115472,1736.0
829,1996,80,116707,1983.0
830,1996,103,116313,8077.0
831,1995,99,114550,230.0
832,1996,121,117438,16707.0
833,1996,86,116531,1562.0
834,1996,89,117332,214.0
835,1996,102,116353,1037.0
836,1996,107,115857,5613.0
837,1996,98,117008,6893.0
838,1996,120,116191,9226.0
839,1996,84,115986,4760.0
840,1996,108,116571,736.0
841,1960,90,53459,627.0
842,1996,87,117826,2176.0
843,1995,87,113695,63.0
844,1994,90,108227,181.0
845,1994,99,111424,75.0
846,1995,85,113080,420.0
847,1996,98,115680,120.0
848,1996,117,117718,2175.0
849,1996,101,116225,9878.0
850,1995,123,112767,268.0
851,1996,107,115632,1749.0
852,1996,135,117918,12021.0
853,1991,109,104109,119.0
854,1958,98,51980,238.0
855,1990,104,100840,38.0
856,1993,87,107575,59.0
857,1949,113,42054,50.0
858,1972,175,68646,60905.0
859,1996,88,116536,19.0
860,1994,93,109255,390.0
861,1992,96,104558,2714.0
862,1996,88,116985,376.0
864,1995,101,114936,93.0
865,1995,108,114474,107.0
866,1996,109,115736,6774.0
867,1996,89,115836,357.0
868,1990,109,101692,99.0
869,1996,116,116745,590.0
870,1997,94,119214,500.0
871,1995,82,116934,63.0
872,1994,118,109066,72.0
873,1976,101,75169,46.0
874,1995,91,113542,84.0
875,1994,\N,110693,548.0
876,1993,104,106544,330.0
877,1996,90,116418,178.0
878,1995,105,112607,30.0
879,1997,110,120004,2388.0
880,1996,96,116654,6101.0
881,1996,101,116311,1202.0
882,1996,94,117965,852.0
884,1995,89,114592,61.0
885,1996,110,115725,669.0
886,1996,84,115783,1881.0
887,1998,96,120271,50.0
888,1995,71,113596,799.0
889,1994,87,109001,131.0
890,1988,90,94822,33.0
891,1995,87,113253,2256.0
892,1996,134,117991,1461.0
893,1996,114,117093,610.0
894,1933,88,24252,34.0
895,1992,108,105729,67.0
896,1994,110,111019,517.0
897,1943,170,35896,945.0
898,1940,112,32904,7828.0
899,1952,103,45152,12795.0
900,1951,114,43278,3354.0
901,1957,103,50419,1763.0
902,1961,115,54698,12786.0
903,1958,128,52357,17926.0
904,1954,112,47396,22264.0
905,1934,105,25316,4750.0
906,1944,114,36855,2308.0
907,1934,107,25164,949.0
908,1959,136,53125,19613.0
909,1960,125,53604,6378.0
910,1959,121,53291,13753.0
911,1963,113,56923,4748.0
912,1942,102,34583,31096.0
913,1941,100,33870,14585.0
914,1964,170,58385,12089.0
915,1954,113,47437,6226.0
916,1953,118,46250,7459.0
917,1939,93,31580,1208.0
918,1944,113,37059,2069.0
919,1939,102,32138,27436.0
920,1939,238,31381,18333.0
921,1982,92,84370,2504.0
922,1950,110,43014,8264.0
923,1941,119,33467,21512.0
924,1968,149,62622,31418.0
925,1947,95,39428,100.0
926,1950,138,42192,5632.0
927,1939,133,32143,958.0
928,1940,130,32976,5534.0
929,1940,120,32484,1050.0
930,1946,102,38787,5618.0
931,1945,111,38109,2553.0
932,1957,115,50105,2370.0
933,1955,106,48728,5390.0
934,1950,92,42451,4820.0
935,1953,112,45537,681.0
936,1939,110,31725,1546.0
937,1957,130,50658,555.0
938,1958,115,51658,1854.0
939,1958,94,52126,115.0
940,1938,102,29843,4418.0
941,1940,94,32762,1048.0
942,1944,88,37008,3087.0
943,1947,104,39420,1822.0
944,1937,132,29162,1147.0
945,1935,101,27125,2297.0
946,1942,99,35446,1603.0
947,1936,94,28010,1975.0
948,1956,201,49261,1850.0
949,1955,118,48028,2385.0
950,1934,91,25878,3704.0
951,1940,92,32599,4569.0
952,1956,167,48960,2785.0
953,1946,130,38650,17770.0
954,1939,129,31679,6828.0
955,1938,102,29947,5004.0
956,1941,119,34012,392.0
957,1926,115,17350,258.0
958,1943,91,36094,106.0
959,1934,83,25586,412.0
960,1946,100,38300,173.0
961,1936,102,27893,272.0
962,1939,92,32022,108.0
963,1949,102,41509,574.0
964,1947,100,39152,365.0
965,1935,86,26029,4111.0
966,1945,117,38235,137.0
967,1943,116,36241,179.0
968,1968,96,63350,9615.0
969,1951,105,43265,11937.0
970,1953,89,46414,414.0
971,1958,108,51459,3249.0
972,1954,116,47162,133.0
